"","LIST-ID","EDCS-ID","EDH-ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"6579",475037,"EDCS-31400357","HD061148",151,300,"[--- Pro?]culus aed[em ---]/es et vetustate c[orrupt---]","Proculus aedem es et vetustate corrupt","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","viri","43.0655","16.1865"
"6580",475038,"EDCS-31400358","HD061149",151,300,"C(aius) Reius Alcimo / sibi et / Publiciae Fausti/nae uxori pientissi/mae fecit","Caius Reius Alcimo sibi et Publiciae Faustinae uxori pientissimae fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","mulieres, tria nomina, viri","43.0655","16.1865"
"6581",475039,"EDCS-31400359","HD061143",151,300,"Valentina ma/ter et Crescentyl/ia(!) amita Prepont(i) / filio","Valentina mater et Crescentylia amita Preponti filio","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","mulieres, nomen singulare, viri","43.0655","16.1865"
"6582",475040,"EDCS-31200691","HD059928",1,600,"------]CT[------","CT","NULL",NA,"NULL","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis",NA,"43.0655","16.1865"
"6583",475041,"EDCS-32300080","HD061144",151,300,"C(aius) Iulius Mustel[a]","Caius Iulius Mustela","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","tria nomina, viri","43.0655","16.1865"
"6584",475042,"EDCS-32300081","HD061146",151,300,"------] / [---] Prisc[---] / [--- s]ibi [---] / [--- Tr]ophimo I(?)[---] / [--- A?]merino frat[ri ---] / [---]IMIRI et [---] / [------","Prisc sibi Trophimo I Amerino fratri IMIRI et","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","viri","43.0655","16.1865"
"6585",475043,"EDCS-10000335","HD016153",20,20,"Drusus Caesar T[i(beri) Aug(usti) f(ilius) divi] / Augusti nepos co(n)s(ul) de[sign(atus) iterum] / pontifex augur camp[um dedit] / Publio Dolabella leg(ato) pro [praetore]","Drusus Caesar Tiberi Augusti filius divi Augusti nepos consul designatus iterum pontifex augur campum dedit Publio Dolabella legato pro praetore","assignation inscription","assignation inscription","tabula","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis","Augusti/Augustae, ordo senatorius, sacerdotes pagani, tria nomina, viri","43.0655","16.1865"
"6586",475044,"EDCS-10000336","HD006612",1,150,"------] aditus(?) secundum consuetudinem / longus ped(es) XX lat(us) ped(es) XV / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","aditus secundum consuetudinem longus pedes XX latus pedes XV hoc monumentum heredem non sequetur","epitaph","epitaph","cippus","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Komiža",NA,"43.0655","16.1865"
"6587",475045,"EDCS-10000937","HD034592",1,300,"Apol[---]","Apol","owner/artist inscription","owner/artist inscription","statue","Dalmatia","Dalmatia","Vis / Issa","Issa, insula","Vis",NA,"43.0655","16.1865"
"6588",475046,"EDCS-33600282","HD060156",171,300,"Primigenivola [Me]vi ser(va) // v(otum) l(ibens) m(erito) s(olvit)","Primigenivola Mevi serva votum libens merito solvit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Vis / Issa","NULL","Koper","mulieres, nomen singulare, servi/servae, viri","43.0599322","16.1834976"
"6589",475047,"EDCS-30800075","HD013450",171,300,"D(is) M(anibus) / Aurel(ius) Gal/lus def(unctus) an(norum) / LXV et Aurel(ia) / Madus(sa) def(uncta) an(norum) / LX Aurel(ius) Capito / parentibus / p(ro) p(ietate)","Dis Manibus Aurelius Gallus defunctus annorum LXV et Aurelia Madussa defuncta annorum LX Aurelius Capito parentibus pro pietate","epitaph","epitaph","stele","Dalmatia","Dalmatia","Visegrad / Municipium Malvesatium","NULL","Višegrad","mulieres, tria nomina, viri","43.7844137","19.2933519"
"6590",475048,"EDCS-10000196","HD032884",151,300,"------] / MalvI(?)[---] / et Fl(avi-) Bat[---] / parenti[bus ---] / p(osuit)","MalvI et Flavi Bat parentibus posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Visegrad / Municipium Malvesatium","NULL","Rogatica","mulieres, tria nomina, viri","43.7844137","19.2933519"
"6591",475049,"EDCS-10100550","HD033820",171,300,"D(is) M(anibus) / [- A]urel(ius) Calv/[us ann(orum)] XXVIII / [--- mar?]ito / [------","Dis Manibus Aurelius Calvus annorum XXVIII marito","epitaph","epitaph","stele","Dalmatia","Dalmatia","Visegrad / Municipium Malvesatium","NULL","Višegrad","tria nomina, viri","43.7844137","19.2933519"
"6592",475050,"EDCS-10100551","HD033821",201,500,"------] / [---]VV[---]/IS[---] / fil[i]o [---]V[---] / LI[---]POSSIB[---] / [---]NI[---] / IM DASSIO V[---]I / AMCRVARISSIM / AD VIVINIIV","VV IS filio V LI POSSIB NI IM DASSIO V I AMCRVARISSIM AD VIVINIIV","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Visegrad / Municipium Malvesatium","NULL","Višegrad","viri","43.7844137","19.2933519"
"6593",475052,"EDCS-30800061","HD057366",131,200,"D(is) M(anibus) / T(ito) Ael(io) Martiali / dec(urioni) m(unicipii) IIvir(o) / defunc(to) Salo/na an(norum) XL Aur(elia) / Varra coniugi / p(ro) p(ietate)","Dis Manibus Tito Aelio Martiali decurioni municipii II viro defuncto Salona annorum XL Aurelia Varra coniugi pro pietate","epitaph","epitaph","altar","Dalmatia","Dalmatia","Visibaba","Municipium Malvesiatium","Požega","mulieres, ordo decurionum, tria nomina, viri","43.9667","19.5333"
"6594",475053,"EDCS-30800065","HD026266",151,200,"[D(is)] M(anibus) / [---] Capito/[ni decur(ioni)] IIvir(o) / mun(icipii) M[al(vesatium)] / defunc(to) an(norum) X[---] / FLIEIV et Severa / sorores et / Ulp(iae)(?) [U?]rsae an(norum) LX / matri p(ro) p(ietate)","Dis Manibus Capitoni decurioni II viro municipii Malvesatium defuncto annorum X FLIEIV et Severa sorores et Ulpiae Ursae annorum LX matri pro pietate","epitaph","epitaph","altar","Dalmatia","Dalmatia","Visibaba","Municipium Malvesiatium","Požega","mulieres, ordo decurionum, tria nomina, viri","43.9667","19.5333"
"6595",475054,"EDCS-31400258","HD032910",1,150,"C(aius) Aponius / Verus / Silvano / et Genio / Epetinorun(!) / v(otum) s(olvit) l(ibens) m(erito)","Caius Aponius Verus Silvano et Genio Epetinorun votum solvit libens merito","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Visoka","Epetium","Split","tria nomina, viri","43.4987","16.5235"
"6596",475055,"EDCS-10100640","HD033966",101,300,"------] / [---]mius Ai[---] / [---]us[---]XXI[---] / [---]o suis f(---) inv/[---]aratr / [s]uo bene me/renti / [---]pe ap[---]suit / [---]ruti suae soc/[r]ui pie(n){ti}tis(s)im(a)e","mius Ai us XXI o suis f inv aratr suo bene merenti pe ap suit ruti suae socrui pientitissimae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Visoki","NULL","Bosanski Petrovac","mulieres, viri","44.549017","16.5792045"
"6597",475056,"EDCS-28400262","HD061230",97,97,"Imp(eratori) Caesar(i) Nerva[e] / Aug(usto) p(atri) p(atriae) [c]o(n)[s(uli)] III d(ecreto) d(ecurionum)","Imperatori Caesari Nervae Augusto patri patriae consuli III decreto decurionum","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","Augusti/Augustae, viri","44.8428","15.2789"
"6598",475057,"EDCS-28400263","HD061233",145,160,"Marco Ae/lio Aurelio / Vero Caesari / Imp(eratoris) T(iti) Aeli Caesaris / Hadriani Antoni/ni Augusti Pii patris / patriae filio divi Ha/driani nepoti divi / Traiani Parthici pro/nepoti divi Ne/rvae abnepoti / co(n)s(uli) II d(ecreto) d(ecurionum)","Marco Aelio Aurelio Vero Caesari Imperatoris Titi Aeli Caesaris Hadriani Antonini Augusti Pii patris patriae filio divi Hadriani nepoti divi Traiani Parthici pronepoti divi Nervae abnepoti consuli II decreto decurionum","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","Augusti/Augustae, viri","44.8428","15.2789"
"6599",475058,"EDCS-28400264","HD055360",171,300,"Imp(eratori) Caesar(i) / Aug(usto) p(atri) p(atriae) co(n)s(uli) V / decreto / decurionum","Imperatori Caesari Augusto patri patriae consuli V decreto decurionum","honorific inscription","honorific inscription","statue base","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","Augusti/Augustae, viri","44.8428","15.2789"
"6600",475059,"EDCS-28400265","HD061236",151,300,"------] / Sabi[nus] / dec(urio) [IIvir] / iur(e) [dic(undo)] / [p]ate[r fecit]","Sabinus decurio II vir iure dicundo pater fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","ordo decurionum, viri","44.8428","15.2789"
"6601",475060,"EDCS-28400266","HD061221",171,300,"Ti(berius) Claudius / Dom(itius?) titu[l]um IVS f[e]/cit(?) sibi(?) vivus / F(?)A(?)[--]NO[-] EINESVO / CLVAIA et(?) coni(ugi) caris(simae) / suae cas[t]ae be[n]/e me[r]entique / q[u]ae [vix(it) a]n(nos) LXXIIII[-]","Tiberius Claudius Domitius titulum IVS fecit sibi vivus FA NO EINESVO CLVAIA et coniugi carissimae suae castae bene merenti que quae vixit annos LXXIIII","epitaph","epitaph","cliff","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","mulieres, tria nomina, viri","44.8428","15.2789"
"6602",475061,"EDCS-28400267","HD061242",1,150,"C(aio) Iulio Rufi[no ---] / [f?]ilio patri A[---]","Caio Iulio Rufino filio patri A","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","tria nomina, viri","44.8428","15.2789"
"6603",475062,"EDCS-28400268","HD018081",151,300,"Marcus / Livius / Lucius / C(---) R(---) O(---)","Marcus Livius Lucius C R O","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","tria nomina, viri","44.8428","15.2789"
"6604",475063,"EDCS-28400269","HD061243",1,600,"SAKS / MVLTROCVI","SAKS MVLTROCVI","NULL",NA,"NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac",NA,"44.8428","15.2789"
"6605",475064,"EDCS-28400270","HD061245",1,600,"------]II / [---]OE / [------","II OE","NULL",NA,"NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac",NA,"44.8428","15.2789"
"6606",475065,"EDCS-29100433","HD053426",101,200,"I(ovi) C(onservatori) D(olicheno) s(acrum) / Octavius / Eup(h)emus","Iovi Conservatori Dolicheno sacrum Octavius Euphemus","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","tria nomina, viri","44.8428","15.2789"
"6607",475066,"EDCS-32700950","HD028759",151,300,"S(oli) I(nvicto) d(eo) R[---] / sa[c(rum)] / L(ucius) Lucce[ius ---?] / [---]D(?)A(?)[---] / [------","Soli Invicto deo R sacrum Lucius Lucceius DA","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","viri","44.8428","15.2789"
"6608",475067,"EDCS-32700951","HD061224",276,276,"[------] / [------] / [--- Fl]oriano / [Au]g(usto) p(ontifici) m(aximo) tr(ibunicia) p(otestate) / [---] co(n)s(uli) [---] / [l(ocus)? d(atus)?] d(ecreto) d(ecurionum)","Floriano Augusto pontifici maximo tribunicia potestate consuli locus datus decreto decurionum","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","Augusti/Augustae, viri","44.8428","15.2789"
"6609",475068,"EDCS-32700952","HD053169",151,300,"D(eo) I(nvicto) M(ithrae) / [------","Deo Invicto Mithrae","votive inscription","votive inscription","architectural member","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac",NA,"44.8428","15.2789"
"6610",475069,"EDCS-32700953","HD032931",151,250,"D(is) M(anibus) / Vitell&lt;i=F&gt;a[e] [A]mmid[ae] / ann(orum) L et / Ael(io) P(ubli) f(ilio) Prisco / ann(orum) IIII Q(uintus) Oc/ta&lt;v=O&gt;(ius) Quin[t]ilian(us) / commen(tariensis) ma/tri pientissi/mae et [fratri?] / [------ ","Dis Manibus Vitell lt i gt ae Ammidae annorum L et Aelio Publi filio Prisco annorum IIII Quintus Octa lt v gt ius Quintilianus commentariensis matri pientissimae et fratri","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","milites, mulieres, officium/professio, tria nomina, viri","44.8428","15.2789"
"6611",475070,"EDCS-32700954","HD061225",1,600,"[---]stro MI(?)[---] / [---]CIAVEA(?)[---] / [---]P(?)VIMIA[---] / [------","stro MI CIAVEA PVIMIA","NULL",NA,"NULL","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","Arupium","Otočac","mulieres, viri","44.8428","15.2789"
"6612",475071,"EDCS-10101987","HD035355",293,305,"------] / nobiliss[i]/mo C(a)esari / [F]l(avio) Valerio / Constan/tio","nobilissimo Caesari Flavio Valerio Constantio","mile-/leaguestone","mile-/leaguestone","mile-/leaguestone","Dalmatia","Dalmatia","Vitalj, Otocac / Arupium","NULL","Ljubuški","Augusti/Augustae, viri","43.1818","17.5271"
"6613",475072,"EDCS-31400644","HD062049",151,300,"D(is) [M(anibus)] / [---](?)PONPF(?)[---] / [---]I(?)O(?)[---] / [------","Dis Manibus PONPF IO","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vitez","NULL","Vitez",NA,"44.150409","17.791462"
"6614",475073,"EDCS-10100597","HD062047",1,150,"------](?) / [---]entiano / [--- an]n(orum) XX / [--- U]rsinae / [coniugi] kar(issimae) / [---]nius / [---]tinus / [---? et] sibi","entiano annorum XX Ursinae coniugi karissimae nius tinus et sibi","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vitez","NULL","Vitez","mulieres, viri","44.150409","17.791462"
"6615",475074,"EDCS-31400646","HD054634",101,300,"------ U]lpia [---] / [--- co]niu[gi ------","Ulpia coniugi","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vitez","NULL","Vitez","mulieres, viri","44.150409","17.791462"
"6616",475075,"EDCS-10000210","HD032917",151,300,"[---]IINOR V R XIII / [---]SIIISIMIS","IINOR V R XIII SIIISIMIS","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vitez","NULL","Vitez",NA,"44.150409","17.791462"
"6617",475076,"EDCS-10100880","HD034254",51,200,"M(arco) Antonio / Maximo signif(ero) / veter(ano) leg(ionis) XI C(laudiae) p(iae) f(idelis) / annor(um) L stip(endiorum) XXX / et Iuliae Sabinae / C(aius) Antonius / Augurinus / filius f(aciendum) c(uravit)","Marco Antonio Maximo signifero veterano legionis XI Claudiae piae fidelis annorum L stipendiorum XXX et Iuliae Sabinae Caius Antonius Augurinus filius faciendum curavit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vitina","NULL","Ljubuški","milites, mulieres, tria nomina, viri","43.2403439","17.4773288"
"6618",475077,"EDCS-44200213","HD055436",131,170,"[--- Vict]orino dec(urioni) m(unicipii) Aq(uae) fili[o]q(ue) infelicissi/[mo vixit ann]os X(!) me(n)s(es) L(?)I(!) dies XIIII et Ulp(iae) Galli(a)e / [coniugi? i]ncomparabili P(ublius) Ael(ius) Victorinus / [---] q(uaestor) II[[I]]vir q(uin)q(uennalis) ed(!) sibi vi(v)us fecit","Victorino decurioni municipii Aquae filio que infelicissimo vixit annos X menses LI dies XIIII et Ulpiae Galliae coniugi incomparabili Publius Aelius Victorinus quaestor III vir quinquennalis ed sibi vivus fecit","epitaph","epitaph","NULL","Dalmatia","unknown","Vogosca","Aquae S(---)","Vogošća","mulieres, ordo decurionum, tria nomina, viri","43.9016526","18.3426533"
"6619",475078,"EDCS-14800173","HD039868",70,86,"Leg(ionis) IIII [F(laviae) f(elicis)]","Legionis IIII Flaviae felicis","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","Trilj","milites","43.6139","16.689"
"6620",475079,"EDCS-14800172","HD039867",1,100,"L(ucius) Cusius / L(uci) l(ibertus) Ascani/us an(norum) XX h(ic) s(itus) e(st) / patronus posu/it bene merito","Lucius Cusius Luci libertus Ascanius annorum XX hic situs est patronus posuit bene merito","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","Trilj","liberti/libertae, tria nomina, viri","43.6139","16.689"
"6621",475080,"EDCS-14800171","HD039866",1,41,"L(ucius) Ancharenus Q(uinti) f(ilius) / Ser(gia) Laranda mil(es) / leg(ionis) VII ann(orum) XL stip(endiorum) XXI / h(ic) s(itus) e(st) / Q(uintus) Ancharenus haec tan[---?] / posuit tibi dona frater quia / longe a patria te cecidisse dolet / optaram vivo potius dare vi[na] / [---] non obito care ferenda / tuo si quicquam sentire potes / [---]mpore nostro damus haec / o[---] sit tibi terra levis frater / fratri posuit","Lucius Ancharenus Quinti filius Sergia Laranda miles legionis VII annorum XL stipendiorum XXI hic situs est Quintus Ancharenus haec tan posuit tibi dona frater quia longe a patria te cecidisse dolet optaram vivo potius dare vina non obito care ferenda tuo si quicquam sentire potes mpore nostro damus haec o sit tibi terra levis frater fratri posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","Trilj","milites, praenomen et nomen, tria nomina, viri","43.6139","16.689"
"6622",475081,"EDCS-10000638","HD033889",1,300,"Iun(oni) / Reg(inae) / ACT / l(i)b(ens) p(osuit)","Iunoni Reginae ACT libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Voljevac","NULL","Bijelo Polje","tria nomina, viri","43.0028","19.7819"
"6623",475082,"EDCS-30301462","HD058048",151,300,"------] / [---] Rufina[---] / [---] Martill(---) [---]/ [------","Rufina Martill","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrana","NULL","Pakoštane","mulieres","44.8367826","14.4132039"
"6624",475083,"EDCS-30301463","HD058051",171,300,"------] / [--- Vi]/ctorin(a)e / co(n)iu&lt;g=C&gt;i caris/sim(a)e Aurel(ius) / Ursulus ma/ritus fec(it) ","Victorinae coniu lt g gt i carissimae Aurelius Ursulus maritus fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrana","NULL","Pakoštane","mulieres, tria nomina, viri","44.8367826","14.4132039"
"6625",475084,"EDCS-30301464","HD058057",1,150,"------](?) h(oc) m(onumentum) h(eredem) [n(on) s(equetur)]","hoc monumentum heredem non sequetur","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrana","NULL","Pakoštane",NA,"44.8367826","14.4132039"
"6626",475085,"EDCS-09400590","HD010867",1,300,"Iulia Mu/sa Iuliaes(!) / Veraes(!) / v(otum) s(olvit) l(ibens) m(erito)","Iulia Musa Iuliaes Veraes votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrana","NULL","Pakoštane","mulieres, tria nomina","44.8367826","14.4132039"
"6627",475086,"EDCS-57200032","HD054060",201,350,"D(is) M(anibus) / Aur(elius) Tit/us Stat/iae Urs/ul(a)e co/niugi / b(ene) m(erenti)","Dis Manibus Aurelius Titus Statiae Ursulae coniugi bene merenti","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vranjic / Vragnizza / Salona","Salonae","Solin","mulieres, tria nomina, viri","43.5384","16.4743"
"6628",475087,"EDCS-57200033","HD054061",101,300,"[---]uci[---] / [N]arciss/[u]s et Felic/[i]tas par[e]/ntes loc(o) / conces(s)/o [---]EI[---] / et Si[------","uci Narcissus et Felicitas parentes loco concesso EI et Si","epitaph","epitaph","altar","Dalmatia","Dalmatia","Vranjic / Vragnizza / Salona","Salonae","Solin","mulieres, nomen singulare, viri","43.5384","16.4743"
"6629",475088,"EDCS-42700487","HD057789",51,250,"------]incolae[------","incolae","NULL",NA,"NULL","Dalmatia","Dalmatia","Vranjic / Vragnizza / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"6630",475089,"EDCS-29900061","HD028597",151,200,"I(nvicto) M(ithrae) / spelaeum cum / omne impen/sa Hermes C(ai) / Antoni Rufi / praef(ecti) veh(iculorum) et / cond(uctoris) p(ublici) p(ortorii) / ser(vus) vilic(us) Fortu/nat(ianus) fecit","Invicto Mithrae spelaeum cum omne impensa Hermes Cai Antoni Rufi praefecti vehiculorum et conductoris publici portorii servus vilicus Fortunatianus fecit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vratnik","Senia","Senj","nomen singulare, officium/professio, ordo equester, servi/servae, tria nomina, viri","44.9931","14.902"
"6631",475090,"EDCS-10000253","HD033127",101,200,"D(is) M(anibus) / Aelio V/arroni f/ilio an(n)o/[rum ------","Dis Manibus Aelio Varroni filio annorum","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrba / Municipium Salvium","Municipium Salvium","Glamoč","tria nomina, viri","44.1301","16.8281"
"6632",475091,"EDCS-10100629","HD033948",1,300,"------] / [---]l(---) Maximin[---] / [---]ae et libertis [libertabusque] / [bene meren]tibus posu[------","l Maximin ae et libertis libertabus que bene merentibus posu","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrba / Municipium Salvium","Municipium Salvium","Glamoč","liberti/libertae, mulieres","44.1301","16.8281"
"6633",475092,"EDCS-10100630","HD033949",151,300,"------]/ [---]e Victorin(a)e / [---] et Secund/[--- p]arentes / [---] pientissi/[mi --- ben]e m(erentibus) pos(uerunt)","e Victorinae et Secund parentes pientissimi bene merentibus posuerunt","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrba / Municipium Salvium","Municipium Salvium","Glamoč","mulieres, tria nomina, viri","44.1301","16.8281"
"6634",475093,"EDCS-10100631","HD033950",71,300,"------] / [---]epim[---] / [---] marito [---] / [---]ni me[---] / [---]i sue[---] / [---]mui[---] / [------","epim marito ni me i sue mui","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrba / Municipium Salvium","Municipium Salvium","Glamoč","viri","44.1301","16.8281"
"6635",475094,"EDCS-28400255","HD061278",151,250,"D(is) M(anibus) / P(ublius) Aelius Prisc(us) / an(norum) LX vivus / fecit sibi et Aeliae / Mellitoni uxori / pient(issimae) an(norum) LX et Ae/lio Frontoni fil(io) / et suis","Dis Manibus Publius Aelius Priscus annorum LX vivus fecit sibi et Aeliae Mellitoni uxori pientissimae annorum LX et Aelio Frontoni filio et suis","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrebac / Ancus","Ancus","Gospić","mulieres, tria nomina, viri","44.5265","15.5014"
"6636",475095,"EDCS-27500013","HD053697",151,192,"I(ovi) O(ptimo) M(aximo) / Sulpicius Cal/vio c(enturio) leg(ionis) I M(inerviae) pr/aepositus c(o)h/o(rtis) I Belg(arum) hoc in / loco maiesta/te et numin(e) / eius servat/us","Iovi Optimo Maximo Sulpicius Calvio centurio legionis I Minerviae praepositus cohortis I Belgarum hoc in loco maiestate et numine eius servatus","votive inscription","votive inscription","honorific/grave/votive column","Dalmatia","Dalmatia","Vrgorac / Vergorazza / Vergoratz","NULL","Vrgorac","milites, tria nomina, viri","43.2050358","17.3723608"
"6637",475096,"EDCS-28300073","HD057772",171,230,"Aurelio Maximo / mil(iti) coh(ortis) II[I] A&lt;l=T&gt;pin[o]r(um) / d(efuncto) ann(orum) XXVII Aur(elia) Va[len]/t[i]na uxor pos(uit) ","Aurelio Maximo militi cohortis III A lt l gt pinorum defuncto annorum XXVII Aurelia Valentina uxor posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","milites, mulieres, tria nomina, viri","43.9096687","16.3977809"
"6638",475097,"EDCS-28300074","HD057930",1,300,"Batonis(!) / Baracio/nis Tato fi/l(ius?) b(ene) m(erenti) p(osuit)","Batonis Baracionis Tato filius bene merenti posuit","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, servi/servae, viri","43.9096687","16.3977809"
"6639",475098,"EDCS-28300075","HD057874",1,300,"Panes fecit / sibi et suis / se vivo fecit","Panes fecit sibi et suis se vivo fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, viri","43.9096687","16.3977809"
"6640",475099,"EDCS-28300076","HD057731",101,300,"P[l]atori V/arronis / Panes Titi b/ene merenti / posuit","Platori Varronis Panes Titi bene merenti posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, tria nomina, viri","43.9096687","16.3977809"
"6641",475100,"EDCS-28300077","HD057877",1,300,"------] / f(ili--) et Varroni / Pan[t?]oni ma/rito suo pos(uit) / v(iva) / [------","fili et Varroni Pantoni marito suo posuit viva","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, nomen singulare, tria nomina, viri","43.9096687","16.3977809"
"6642",475101,"EDCS-28300078","HD057932",1,300,"D(is) M(anibus) / Surus Pane/nti Muteli fe/ci(t) sibi et Buo/mi co(n)iugi su(a)e p(osuit)","Dis Manibus Surus Panenti Muteli fecit sibi et Buomi coniugi suae posuit","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, nomen singulare, tria nomina, viri","43.9096687","16.3977809"
"6643",475102,"EDCS-28300079","HD057739",1,300,"------] / Turo et / Sextoni / parentibus / b(ene) m(erentibus)","Turo et Sextoni parentibus bene merentibus","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Civljane","mulieres, nomen singulare, viri","43.9096687","16.3977809"
"6644",475103,"EDCS-28300080","HD057732",1,300,"[---]MAT D D / Vitali et Maximus / frater","MAT D D Vitali et Maximus frater","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, viri","43.9096687","16.3977809"
"6645",475104,"EDCS-28300081","HD057934",1,300,"Zanosia(?) Liseno/ni(s?) nepoti{e} su/(a)e annorum VIIII / et sibi inrepa/rabile pos{s}uit","Zanosia Lisenonis nepotie suae annorum VIIII et sibi inreparabile possuit","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, tria nomina","43.9096687","16.3977809"
"6646",475105,"EDCS-28300082","HD057740",1,300,"T(itus) Aurelius / Panes Ciasi/{i}cianus Tito/ni et Sextoni s/ororibus b(ene) m(erentibus) p(osuit)","Titus Aurelius Panes Ciasiicianus Titoni et Sextoni sororibus bene merentibus posuit","epitaph","epitaph","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, nomen singulare, tria nomina, viri","43.9096687","16.3977809"
"6647",475106,"EDCS-28300083","HD057738",101,300,"------?]OB[---] / [---]NT[------ // ------]T[---?] / [------] / fil(---) [------","OB NT T fil","epitaph","epitaph","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Civljane",NA,"43.9096687","16.3977809"
