"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"365",465,468411,"EDCS-10000244","HD021622",117,150,"Cn(aeo) Minicio / Faustino / Iulio Severo / trib(uno) leg(ionis) XIIII Gem(inae) / quaestori provinc(iae) / Maced(oniae) trib(uno) pleb(is) pr(aetori) / leg(ato) leg(ionis) XIIII [Gem(inae)] / [","Cn(aeo) Minicio / Faustino / Iulio Severo / trib(uno) leg(ionis) XIIII gem(inae) / quaestori provinc(iae) / Maced(oniae) trib(uno) pleb(is) pr(aetori) / leg(ato) leg(ionis) XIIII [gem(inae)] / [------","Cnaeo Minicio Faustino Iulio Severo tribuno legionis XIIII geminae quaestori provinciae Macedoniae tribuno plebis praetori legato legionis XIIII geminae","honorific inscription","statue base","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","milites, ordo senatorius, tria nomina, viri",43.7423,16.6547
"366",5985,474439,"EDCS-44200207","HD053432",117,150,"T(ito) Fl(avio) T(iti) f(ilio) Pol(lia) castr(is) / Lucilio / vexillario equitum sing(ularium) / Aug(usti) sesquiplicario eiusd(em) numeri / duplicario et summo curat(ori) / equit(um) sing(ularium) Aug(usti) |(centurioni) coh(ortis) VIII vol(untariorum) / honesta missione commodis accept(is) / omnibus ab Imp(eratore) Hadriano Aug(usto) / T(itus) Fl(avius) Eulogus lib(ertus) / et heres vivus fecit ex vo/luntate sua et sibi et libert(is) / libertabusq(ue) suis posterisq(ue) eorum","T(ito) Fl(avio) T(iti) f(ilio) Pol(lia) castr(ensi?) / Lucilio / vexillario equitum sing(ularium) / Aug(usti) sesquiplicario eiusd(em) numeri / duplicario et summo curat(ori) / equit(um) sing(ularium) Aug(usti) |(centurioni) coh(ortis) VIII vol(untariorum) / honesta missione commodis accept(is) / omnibus ab Imp(eratore) Hadriano Aug(usto) / T(itus) Fl(avius) Eulogus lib(ertus) / et heres vivus fecit ex vo/luntate sua et sibi et libert(is) / libertabusq(ue) suis posterisq(ue) eorum","Tito Flavio Titi filio Pollia castrensi Lucilio vexillario equitum singularium Augusti sesquiplicario eiusdem numeri duplicario et summo curatori equitum singularium Augusti centurioni cohortis VIII voluntariorum honesta missione commodis acceptis omnibus ab Imperatore Hadriano Augusto Titus Flavius Eulogus libertus et heres vivus fecit ex voluntate sua et sibi et libertis libertabus que suis posteris que eorum","epitaph","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, liberti/libertae, milites, tria nomina, viri",43.5384,16.4743
"367",6659,475128,"EDCS-29900053","HD057800",121,150,"I(ano) P(atri) / Ael(ius) Aelianus / eq(ues) praet(orianus) et / Ulp(ius) Licinius / a scr(iniis) praef(ecti) / san{c}xer(unt)","I(nvicto?) p(atri) // Ael(ius) Aelianus / eq(ues) praet(orianus) et / Ulp(ius) Licinius / a scr(iniis) praef(ecti) / sancxer(unt)(!)","Invicto patri Aelius Aelianus eques praetorianus et Ulpius Licinius a scriniis praefecti sancxerunt","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","milites, tria nomina, viri",43.9096687,16.3977809
"368",5196,473450,"EDCS-10101042","HD025099",131,150,"le]gat(o) l[eg(ionis) XXX Ulp(iae)] / [Vict]ric(is) praetori c[andidato] / [divi] Hadriani tri[b(uno) plebis] / [candid]ato eiusdem qu[aestori] / [divi Ha]driani t[rib(uno) mil(itum)] / [leg(ionis)] I Itali[cae","------] / [le]gat(o) l[eg(ionis) XXX Ulp(iae)?] / [vict]ric(is) praetori c[andidato] / [divi] Hadriani tri[b(uno) plebis] / [candid]ato eiusdem q[uaestori] / [divi Ha]driani t[rib(uno) mil(itum)] / [leg(ionis)] I Itali[cae ---] / [------","legato legionis XXX Ulpiae victricis praetori candidato divi Hadriani tribuno plebis candidato eiusdem quaestori divi Hadriani tribuno militum legionis I Italicae","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo senatorius, viri",43.5384,16.4743
"369",382,468326,"EDCS-31500389","HD062031",1,151,"M(arcus) Annius M(arci) f(ilius) Triarius / <t=P>r(ibunus) mil(itum)","------](?) / M(arcus) Annius M(arci) f(ilius) Triarius / pr(aefectus) mil(itum) [---] / [------?","Marcus Annius Marci filius Triarius praefectus militum","NULL","NULL","Dalmatia","Dalmatia","Cavtat / Epidaurum","Epidaurum","Konavle","milites, ordo equester, ordo senatorius, tria nomina, viri",42.5848,18.2137
"370",6213,474669,"EDCS-10100890","HD021069",147,161,"Imp(eratori) Caesari T(ito) Ael(io) Hadrian(o) / Antonino Aug(usto) Pio p(atri) p(atriae) co(n)s(uli) IIII / coh(ors) VIII vol(untariorum) turrem ad aquam / tollendam fecit / Sex(to) Aemilio Equestre leg(ato) Aug(usti) pr(o) pr(aetore) / M(arco) Caec[i]lio Africano praefecto","Imp(eratori) Caesari T(ito) Ael(io) Hadriano / Antonino Aug(usto) Pio p(atri) p(atriae) co(n)s(uli) IIII / coh(ors) VIII vol(untariorum) turrem ad aquam / tollendam fecit / Sex(to) Aemilio Equestre leg(ato) Aug(usti) pr(o) pr(aetore) / M(arco) Caec[i]lio Africano praefecto","Imperatori Caesari Tito Aelio Hadriano Antonino Augusto Pio patri patriae consuli IIII cohors VIII voluntariorum turrem ad aquam tollendam fecit Sexto Aemilio Equestre legato Augusti pro praetore Marco Caecilio Africano praefecto","building/dedicatory inscription","tabula","Dalmatia","Dalmatia","Trilj / Tilurium","Tilurium","Trilj","Augusti/Augustae, milites, ordo equester, ordo senatorius, tria nomina, viri",43.6139,16.689
"371",1120,469082,"EDCS-56900032","HD056556",51,170,"]LD[3] / [3] prae[3] / [3] coh(ortis?) I B[elg(arum?)","------] / [---]LD[---] / [---] prae[---] / [---] coh(or-) I B[elg(arum?) ---]","LD prae cohor I Belgarum","NULL","NULL","Dalmatia","Dalmatia","Humac / Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271
"372",6638,475107,"EDCS-28300084","HD062412",71,170,"I(ovi) O(ptimo) M(aximo) / M(arcus) Iunius / Fadenus / dec(urio) eq(uitum) / coh(ortis) III / Alpinor(um) / v(otum) s(olvit) l(ibens) m(erito)","I(ovi) O(ptimo) M(aximo) / M(arcus) Iunius / Fadenus / dec(urio) eq(uitum) / coh(ortis) III / Alpinor(um) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Marcus Iunius Fadenus decurio equitum cohortis III Alpinorum votum solvit libens merito","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Municipium Magnum","Drniš","milites, tria nomina, viri",43.8047,16.2988
"373",1804,469794,"EDCS-41600118","HD061432",101,170,"[D(is)] M(anibus) s(acrum) / [3] dec(urioni?) II vix(it) an(nos) LV / [3]nt a<d=T>fines et v(ivus?) pia/[3]re faciendum / [3]unt h(ic) s(itus?) / [3] statuam de su[o 3] / [posu]it","[D(is)] M(anibus) s(acrum) / [---] dec(urioni?) II(viro?) vix(it) an(nos) LV / [---]NT(?) atfines(!) et V(---) IPA[-](?) / [---]RE faciendum / [---]V(?) A(?)NTI(?) H(---) S(---) [-](?) / [---] statuam de su[o] / [---]it","Dis Manibus sacrum decurioni II viro vixit annos LV NT atfines et V IPA RE faciendum V ANTI H S statuam de suo it","epitaph","tabula","Dalmatia","Dalmatia","Margegaj","NULL","Tropojë","milites, ordo decurionum",42.3723673,20.0772378
"374",977,468933,"EDCS-28300069","HD061928",131,170,"Turr[a]n[i]us Fir() / vexil(larius) coh(ortis) I Bel(gicae) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turran[i]us Fir(mus) / vexil(larius) coh(ortis) I Bel(garum) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turranius Firmus vexillarius cohortis I Belgarum Mercurio votum solvit libens merito","votive inscription","NULL","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206
"375",979,468935,"EDCS-28300071","HD061926",131,170,"M(arco) Valerio / Donico / natus(!) domo / Celeiae |(centurioni) c(o)hor(tis) III / Alpinorum fecit / Herennia Puden/tilla coniugi / bene merenti","M(arco) Valerio / Donico / natus domo / Celeiae |(centurioni) c(o)hor(tis) III / Alpinorum fecit / Herennia Puden/tilla coniugi / bene [merenti]","Marco Valerio Donico natus domo Celeiae centurioni cohortis III Alpinorum fecit Herennia Pudentilla coniugi bene merenti","epitaph","NULL","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, mulieres, tria nomina, viri",43.6922,16.5206
"376",1085,469046,"EDCS-10100863","HD034237",131,170,"] / Pol(lia) [3] / mil(es) leg(ionis) I Ad(iutricis) / an(norum) XXX st(ipendiorum) X / Attius Domi/tius mil(es) leg(ionis) II / Ad(iutricis) proc(urator) p(osuit)","------] / Pol(lia) [---] / mil(es) leg(ionis) I ad(iutricis) / an(norum) XXX st(ipendiorum) X / Attius Domi/tius mil(es) leg(ionis) II / ad(iutricis) proc(urator?) p(osuit)","Pollia miles legionis I adiutricis annorum XXX stipendiorum X Attius Domitius miles legionis II adiutricis procurator posuit","epitaph","NULL","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, officium/professio, tria nomina, viri",43.1818,17.5271
"377",3637,471689,"EDCS-28700942","HD062489",131,170,"Sex(tus) Ae[l(ius) 3] / pr(inceps) le[g(ionis)","------?] / Sex(tus) Ae[l(ius)? ---] / pr(inceps) le[g(ionis) ------","Sextus Aelius princeps legionis","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, viri",43.5384,16.4743
"378",2893,470910,"EDCS-27500080","HD054166",169,170,"Imp(eratore) Caes(are) M(arco) Aur(elio) Anto/nino Aug(usto) pont(ifice) max(imo) trib(unicia) / pot(estate) XXIIII p(atre) p(atriae) coh(ors) I |(miliaria) D<a=E>l(matarum) / sub cur(a) Grani Fortunati / trib(uni) coh(ortis) eiusd(em) muri p(edes) / DCCC in his turr(is) una","Imp(eratore) Caes(are) M(arco) Aur(elio) Anto/nino Aug(usto) pont(ifice) max(imo) trib(unicia) / pot(estate) XXIIII p(atre) p(atriae) coh(ors) I |(miliaria) Del(matarum) / sub cur(a) Grani Fortunati / trib(uni) coh(ortis) eiusd(em) muri p(edes) / DCCC in his turr(is) una","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII patre patriae cohors I miliaria Delmatarum sub cura Grani Fortunati tribuni cohortis eiusdem muri pedes DCCC in his turris una","building/dedicatory inscription","block","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, ordo equester, tria nomina, viri",43.5384,16.4743
"379",2894,470911,"EDCS-27500062","HD054168",169,170,"Imp(eratore) Caes(are) M(arco) Aurel(io) Anto/nino Aug(usto) pont(ifice) max(imo) tr(ibunicia) pot(estate) / XXIIII co(n)s(ule) III p(atre) p(atriae) vexillationes / leg(ionum) II Piae et III Concordiae ped(es) CC / sub cura P(ubli) Aeli Amyntiani |(centurionis) fru/mentari(i) leg(ionis) II Traianae","Imp(eratore) Caes(are) M(arco) Aurel(io) Anto/nino Aug(usto) pont(ifice) max(imo) tr(ibunicia) pot(estate) / XXIIII co(n)s(ule) III p(atre) p(atriae) vexillationes / leg(ionum) II piae et III Concord(iae) ped(es) CC / sub cura P(ubli) Aeli Amyntiani |(centurionis) fru/mentari(i) leg(ionis) II Traianae","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII consule III patre patriae vexillationes legionum II piae et III Concordiae pedes CC sub cura Publi Aeli Amyntiani centurionis frumentarii legionis II Traianae","building/dedicatory inscription","block","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, tria nomina, viri",43.5384,16.4743
"380",3557,471603,"EDCS-30600575","HD056684",169,170,"Imp(eratore) Caes(are) M(arco) Au/rel(io) Antonino / Aug(usto) pont(ifice) max(imo) tr(ibunicia) / pot(estate) XXIIII co(n)s(ule) III p(atre) p(atriae) / coh(ors) I{I} |(miliaria) D<a=E>l(matarum) ped(es) DCCC / in his turris I sub cura / L(uci) Annaei Servilliani trib(uni) / vice tertia","Imp(eratore) Caes(are) M(arco) Au/rel(io) Antonino / Aug(usto) pont(ifice) max(imo) tr(ibunicia) / pot(estate) XXIIII co(n)s(ule) III p(atre) p(atriae) / coh(ors) II |(milliaria) Del(matarum) ped(es) DCCC / in his turris I sub cura / L(uci) Annaei Serviliani trib(uni) / vice tertia","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII consule III patre patriae cohors II milliaria Delmatarum pedes DCCC in his turris I sub cura Luci Annaei Serviliani tribuni vice tertia","building/dedicatory inscription","block","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, ordo equester, ordo senatorius, tria nomina, viri",43.5384,16.4743
"381",6940,523153,NA,"HD054167",169,170,NA,"Imp(eratore) Caes(are) M(arco) Aurel(io) / Antonino Aug(usto) pont(ifice) / max(imo) tr(ibunicia) pot(estate) XXIIII co(n)s(ule) III / vexillationes leg(ionum) II piae / et III Concordiae ped(es) CC / sub cura P(ubli) Aeli Amyntiani / |(centurionis) frumentari(i) leg(ionis) II Traian(ae)","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII consule III vexillationes legionum II piae et III Concordiae pedes CC sub cura Publi Aeli Amyntiani centurionis frumentarii legionis II Traianae","building/dedicatory inscription","NULL",NA,"Dalmatia",NA,"Salonae","Solin",NA,43.5384,16.4743
"382",2494,470501,"EDCS-30800073","HD023076",131,171,"L(ibero) B(accho) / P(ublius) Ael(ius) Cleme(ns) / [3] veter(anus) / [3]e ae / [3]t[3]sos[3] / [3]e / [3]b v(otum) s(olvit) // I(ovi) O(ptimo) M(aximo) / P(ublius) Ael(ius) Clemen[s] / l[3]pos / [3]v[3] / S() P() TAE() LV() E() / v(otum) s(olvit) l(ibens) m(erito)","L(ibero) B(accho) / P(ublius) Ael(ius) Cleme(ns) / [---] veter(anus) / [---]E AE/[---]T[--]SOS[---]/[---]E/[---] b(ene?) v(otum) s(olvit) // I(ovi) O(ptimo) M(aximo) / P(ublius) Ael(ius) Clemen[s] / l(ibens?) [---] pos(uit?) / [--]V[---] / s(ua?) p(ecunia?) TAE LV E / v(otum) s(olvit) l(ibens) m(erito)","Libero Baccho Publius Aelius Clemens veteranus E AE T SOS E bene votum solvit Iovi Optimo Maximo Publius Aelius Clemens libens posuit V sua pecunia TAE LV E votum solvit libens merito","votive inscription","altar","Dalmatia","Dalmatia","Rogatica / Ris[]","Ris---","Rogatica","milites, tria nomina, viri",43.7977,18.9996
"383",6360,474821,"EDCS-26600662","HD050262",173,173,"Templum Liberi / Patris et Liberae vetus/tate dila<p=B>sum restituit / coh(ors) I B(e)lg(arum) adiectis por/ticibus curam agente / <F=E>l(avio) Victore |(centurione) leg(ionis) I Ad(iutricis) P(iae) [F(idelis)] / Severo et Pompeiano / II co(n)s(ulibus)","Templum Liberi / Patris et Liberae vetus/tate dilabsum(!) restituit / coh(ors) I Bel(garum) adiectis por/ticibus curam agente / Fl(avio) Victore |(centurione) leg(ionis) I ad(iutricis) p(iae) / f(idelis) Severo et Pompeiano / II co(n)s(ulibus)","Templum Liberi Patris et Liberae vetustate dilabsum restituit cohors I Belgarum adiectis porticibus curam agente Flavio Victore centurione legionis I adiutricis piae fidelis Severo et Pompeiano II consulibus","building/dedicatory inscription","tabula","Dalmatia","Dalmatia","Vid / Narona","Bigeste","Ljubuški","milites, tria nomina, viri",43.1818,17.5271
"384",5,467865,"EDCS-28600117","HD051915",179,179,"Her(culi) Aug(usto) [s]ac(rum) / Val(erius) Valens v[eter(anus)] / ex |(centurione) limite(m) / pub(licum) praeclus(um) / cu(i) ob / dece(ssum) Aur(eli) / Gall(i) leg(ati) / suo i<m=N>p[ensa] / aperuit [3] / I<m=N>p(eratore) Com(m)o[do II] / et Mar[tio] / Vero [II] / co(n)s(ulibus) VI [Kal(endas)] / Ma[i(as)]","Her(culi) Aug(usto) [s]ac(rum) // Val(erius) Valens v[et(ereranus)] // ex |(centurione) li//mite[m] / pub(licum) // prae/clus(um) // ob / dec(essum) // Aur(eli) / Gall(i) // leg(ati) / suo inp//[endio] / aperuit [---] / Im[p(eratore)] Com(m)o//[do II] / et Mar//[tio] / Vero // [II] / co(n)s(ulibus) VI // [Kal(endas)] // Ma[ias]","Herculi Augusto sacrum Valerius Valens vetereranus ex centurione limitem publicum praeclusum ob decessum Aureli Galli legati suo inpendio aperuit Imperatore Commodo II et Martio Vero II consulibus VI Kalendas Maias","building/dedicatory inscription","altar","Dalmatia","Dalmatia","?","Salonae","Solin","milites, ordo senatorius, tria nomina, viri",43.5384,16.4743
"385",6156,474612,"EDCS-31400255","HD053180",161,180,"D(eo) I(nvicto) M(ithrae) a[c Ge]/niis sac[r(orum)] / Augusto[r(um)] / Rus() Pin(nes) mi/les / co(hortis) prim(ae) / Bel(garum) immunis / libens merito / posuit","D(eo) I(nvicto) M(ithrae) a[c Ge]/niis sac[r(orum)] / Augusto[r(um)] / Rus(---) Pin(nes) mi/les / co(hortis) prim(ae) / Bel(garum) immunis / libens merito / posuit","Deo Invicto Mithrae ac Geniis sacrorum Augustorum Rus Pinnes miles cohortis primae Belgarum immunis libens merito posuit","votive inscription","NULL","Dalmatia","Dalmatia","Tihaljina","Aufustianis","Grude","milites, tria nomina, viri",43.3203,17.3588
"386",411,468355,"EDCS-28300057","HD061983",180,180,"Cn(aeo) Iulio Cn(aei) / fil(io) Vero co(n)s(uli) / desig(nato) II augur(i) / leg(ato) A[ug(usti)] pr(o) pr(aetore) / provinc(iae) Syriae / leg(ato) Aug(usti) pr(o) pr(aetore) / provinc(iae) Brit{t}an(n)iae / leg(ato) Aug(usti) pr(o) pr(aetore) pro/vinciae German(iae) / inferioris praef(ecto) / aerari(i) Saturni / leg(ato) leg(ionis) XXX Ulpiae / praetor(i) tribuno / plebis quaestori / Aug(usti) tribuno lati/clavio leg(ionis) X Freten/sis triumviro / a(ere) a(rgento) a(uro) f(lando) f(eriundo) / Aequenses / municipes","Cn(aeo) Iulio Cn(aei) / fil(io) Vero co(n)s(uli) / desig(nato) II augur(i) / leg(ato) A[ug(usti)] pr(o) pr(aetore) / provinc(iae) Syriae / leg(ato) Aug(usti) pr(o) pr(aetore) / provinc(iae) Brittan(n)iae / leg(ato) Aug(usti) pr(o) pr(aetore) pro/vinciae German(iae) / inferioris praef(ecto) / aerari(i) Saturni / leg(ato) leg(ionis) XXX Ulp[iae] / praetor(i) tribu[no] / plebis quae[stori] / Aug(usti) [tribuno la]ti/[clavio leg(ionis) X fre]ten/[sis triumviro] / [a(ere) a(rgento)] a(uro) f(lando) f(eriundo) / Aequenses / municipes","Cnaeo Iulio Cnaei filio Vero consuli designato II auguri legato Augusti pro praetore provinciae Syriae legato Augusti pro praetore provinciae Brittanniae legato Augusti pro praetore provinciae Germaniae inferioris praefecto aerarii Saturni legato legionis XXX Ulpiae praetori tribuno plebis quaestori Augusti tribuno laticlavio legionis X fretensis triumviro aere argento auro flando feriundo Aequenses municipes","honorific inscription","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","milites, ordo senatorius, sacerdotes pagani, tria nomina, viri",43.7423,16.6547
"387",756,468709,"EDCS-10100782","HD023832",187,187,"I(ovi) O(ptimo) M(aximo) / Eponae Re[g(inae)] / Genio loci / C(aius) Ocratius / Lacon b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I Adiutr(icis) / v(otum) s(olvit) l(ibens) m(erito) / Crispino et Aeliano / co(n)s(ulibus)","I(ovi) O(ptimo) M(aximo) / Eponae Re[g(inae)] / Genio loci / C(aius) Ocratius / Lacon b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I adiutr(icis) / v(otum) s(olvit) l(ibens) m(erito) / Crispino et Aeliano / co(n)s(ulibus)","Iovi Optimo Maximo Eponae Reginae Genio loci Caius Ocratius Lacon beneficiarius consularis legionis I adiutricis votum solvit libens merito Crispino et Aeliano consulibus","votive inscription","altar","Dalmatia","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","Podgorica","milites, tria nomina, viri",42.469,19.2615
"388",6626,475095,"EDCS-27500013","HD053697",151,192,"I(ovi) O(ptimo) M(aximo) / Sulpicius Cal/vio c(enturio) leg(ionis) I M(inerviae) pr/aepositus c(o)h/o(rtis) I Belg(arum) hoc in / loco maiesta/te et Numin(e) / eius servat/us","I(ovi) O(ptimo) M(aximo) / Sulpicius Cal/vio c(enturio) leg(ionis) I M(inerviae) pr/aepositus c(o)h/o(rtis) I Belg(arum) hoc in / loco maiesta/te et numin(e) / eius servat/us","Iovi Optimo Maximo Sulpicius Calvio centurio legionis I Minerviae praepositus cohortis I Belgarum hoc in loco maiestate et numine eius servatus","votive inscription","honorific/grave/votive column","Dalmatia","Dalmatia","Vrgorac / Vergorazza / Vergoratz","NULL","Vrgorac","milites, tria nomina, viri",43.2050358,17.3723608
"389",3630,471682,"EDCS-28700937","HD062430",135,194,"] Sy[ri]ae Palae[stinae 3] / [3] D<a=E>lmatia [","------] Sy[ri]ae Palae[stinae ---] / [---] Delmatia [------","Syriae Palaestinae Delmatia","NULL","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,43.5384,16.4743
"390",1104,469065,"EDCS-66200164","HD039809",1,200,"[3]s Gem/[3] coh(ortis) / [3 c]orni[cularius(?)] / [","[---]s Gem/[---] coh(ortis) / [c]orni[cularius] / [------","s Gem cohortis cornicularius","epitaph","tabula","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, viri",43.1818,17.5271
"391",3672,471725,"EDCS-28800850","HD062587",1,200,"]RV[3] / [3] mil[es] / [leg(ionis)] VII [","------]RV(?)[---] / [---] mil[es?] / [leg(ionis)?] VII(?)[------","RV miles legionis VII","epitaph","sarcophagus","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, viri",43.5384,16.4743
"392",3706,471759,"EDCS-28900131","HD062948",1,200,"C(aius) Saufeius / Moderatus / August(alis) t(estamento) f(ieri) i(ussit) / sibi et Luciliae Rhodiae / libert(is) libertabusq(ue) suis / C(aius) Saufeius Thalamus et / C(aius) Saufeius Moderatia/nus hered(es) faciund(um) cur(averunt)","C(aius) Saufeius / Moderatus / August(alis) t(estamento) f(ieri) i(ussit) / sibi et Luciliae Rhodiae / libert(is) libertabusq(ue) suis / C(aius) Saufeius Thalamus et / C(aius) Saufeius Moderatia/nus hered(es) faciund(um) cur(averunt) / in f(ronte) p(edes) XXX in agr(o) p(edes) LXV","Caius Saufeius Moderatus Augustalis testamento fieri iussit sibi et Luciliae Rhodiae libertis libertabus que suis Caius Saufeius Thalamus et Caius Saufeius Moderatianus heredes faciundum curaverunt in fronte pedes XXX in agro pedes LXV","epitaph","base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, seviri Augustales, tria nomina, viri",43.5384,16.4743
"393",6154,474610,"EDCS-10101833","HD035389",1,200,"] / |(centuria) Betui / [","------] / |(centuria) Betui / [------","centuria Betui","epitaph","NULL","Dalmatia","Dalmatia","Tepljuh / Promona","Burnum","Kistanje","milites, viri",44.0317,15.9936
"394",6383,474844,"EDCS-27500114","HD053442",42,200,"P(ublius) Lastus A(uli) f(ilius) Scaeva / domo Florentia / eques vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / annor(um) LX stip(endiorum) XXX et Lastae / P(ubli) l(ibertae) Apiculae P(ublio) Lasto Felici / P(ublio) Lasto Diodoro lib(ertis) t(estamento) f(ieri) i(ussit)","P(ublius) Lastus A(uli) f(ilius) Scaeva / domo Florentia / eques vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / annor(um) LX stip(endiorum) XXX et Lastae / P(ubli) l(ibertae) Apiculae P(ublio) Lastio Felici / P(ublio) Lasto Diodoro lib(erto) t(estamento) f(ieri) i(ussit)","Publius Lastus Auli filius Scaeva domo Florentia eques veteranus legionis VII Claudiae piae fidelis annorum LX stipendiorum XXX et Lastae Publi libertae Apiculae Publio Lastio Felici Publio Lasto Diodoro liberto testamento fieri iussit","epitaph","tabula","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","liberti/libertae, milites, mulieres, tria nomina, viri",43.0801,17.625
"395",3645,471697,"EDCS-28700947","HD062524",51,200,"Au]reli / [3 le]g(ionis) VII // C(laudiae) P(iae) F(idelis) / [3 st]ip(endiorum) XXX / [3] f(ilia) Ioventia / [","------ Au]reli / [--- le]g(ionis) VII C(laudiae) p(iae) f(idelis) / [--- st]ip(endiorum) XXX / [---] f(ilia)(?) Ioventia(?) / [------","Aureli legionis VII Claudiae piae fidelis stipendiorum XXX filia Ioventia","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, viri",43.5384,16.4743
"396",5210,473465,"EDCS-10101058","HD034433",51,200,"L(ucio) Barbio +[3] / vet(erano) leg(ionis) XI C(laudiae) P(iae) F(idelis) / et Quintiae matri / Barbia Paulla pos(u)it / et Silvinae car[i]ssima//e / quod ego sperara<m=N> / Paula mi(hi) Silvinam fac/tura ego feci Silvina//e / delicatae ann(norum) XVIII / quae est sepulta hic te / rogo qui legis (h)unc / titulum dicas Silvi/na puella sit tibi terra // levis","L(ucio) Barbio [---] / vet(erano) leg(ionis) XI C(laudiae) p(iae) f(idelis) / et Quintiae matri / Barbia Paulla pos(u)it / et Silvinae carissimae / [---]ARAN/[---]m fac/[---]vinae / [---] XIII / [---]TE / [------","Lucio Barbio veterano legionis XI Claudiae piae fidelis et Quintiae matri Barbia Paulla posuit et Silvinae carissimae ARAN m fac vinae XIII TE","epitaph","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri",43.5384,16.4743
"397",5211,473466,"EDCS-10101059","HD034438",51,200,"D(is) M(anibus) / Iulius Luc[i]/lius veter[a]/n[u]s leg(ionis) XI [C(laudiae) P(iae) F(idelis)] / [","D(is) M(anibus) / Iulius Luc[i]/lius veter[a]/n[u]s leg(ionis) XI [C(laudiae) p(iae) f(idelis)] / [------","Dis Manibus Iulius Lucilius veteranus legionis XI Claudiae piae fidelis","epitaph","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, tria nomina, viri",43.5384,16.4743
"398",6608,475076,"EDCS-10100880","HD034254",51,200,"M(arco) Antonio / Maximo signif(ero) / veter(ano) leg(ionis) XI C(laudiae) P(iae) F(idelis) / anno(rum) L stip(endiorum) XXX / et Iuliae Sabinae / C(aius) Antonius / Augurinus / filius f(ieri) c(uravit)","M(arco) Antonio / Maximo signif(ero) / veter(ano) leg(ionis) XI C(laudiae) p(iae) f(idelis) / annor(um) L stip(endiorum) XXX / et Iuliae Sabinae / C(aius) Antonius / Augurinus / filius f(aciendum) c(uravit)","Marco Antonio Maximo signifero veterano legionis XI Claudiae piae fidelis annorum L stipendiorum XXX et Iuliae Sabinae Caius Antonius Augurinus filius faciendum curavit","epitaph","stele","Dalmatia","Dalmatia","Vitina","NULL","Ljubuški","milites, mulieres, tria nomina, viri",43.2403439,17.4773288
