Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
204,2011,470000,EDCS-10100919,HD034313,1,300,,,,,------] veterano legionis XXII Primigeniae [------,veterano legionis XXII Primigeniae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Omis / Almissa / Oneum / Onaeum,NULL,Omiš,"milites, viri",43.4447124,16.6913309,1
205,2062,470056,EDCS-31400316,HD058526,1,300,,,,,------]r(ano?) c(?)[oh(ortis)] / [---?] primae / [pra?]et(oriae?) def[u]/[n]c(to) an(norum) [---] / [---?]stu[------,rano cohortis primae praetoriae defuncto annorum stu,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Otinovci / Ad Matricem / Delminium,NULL,Kupres,NA,43.9793723,17.3082922,1
228,2670,470673,EDCS-10100537,HD056381,1,300,,,,,------]avii eq(uitis) R(omani) c(larissimi) v(iri) [---] / [---] matris c(larissimae) f(eminae) Cl(audius) Ca[---],avii equitis Romani clarissimi viri matris clarissimae feminae Claudius Ca,epitaph,epitaph,architectural member,,,,Dalmatia,Dalmatia,Skelani / Municipium Malvesatium,Municipium Malvesiatium,Srebrenica,"mulieres, ordo equester, ordo senatorius, viri",43.9667,19.5333,1
297,3543,471565,EDCS-28100149,HD055649,1,300,,,,,------] / [--- alae?] Bosp[oranorum? ---] / [--- vix]it an[---] / [---]X(?)III[---] / [------ // ------] / [---]nare[---] / [---]ns sub [---] / [---]D(?)I(?)T[---] / [------?,alae Bosporanorum vixit an XIII nare ns sub DIT,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
302,3640,471685,EDCS-28700939,HD062485,1,300,,,,,------]M AL[---] / [---? ve?]t(?)eran[---] / [---] posu[---] / [---]CIA[------,M AL veteran posu CIA,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,NA,43.5384,16.4743,1
341,3683,471729,EDCS-28800851,HD062598,1,300,,,,,L(ucius?) R[---] / CI[------ // ------] III[Ivir? ---?] / trib(unus) mi[l(itum) ------,Lucius R CI IIII vir tribunus militum,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, ordo equester, ordo senatorius, viri",43.5384,16.4743,1
343,3686,471732,EDCS-28800868,HD062606,1,300,,,,,------]RVM[---] / [---]NO[------ // ------]PR[---] / [---]DD[------ // ------]MQI[---] / [---]NON[---] / [---] ve(?)[t(eranus)?] / [c]oh(ortis) I[------ // ------ a]rbitr[atu ---] / [--- in] f(ronte) p(edes) XXX[---] / [---] de&lt;l=I&gt;ici[um? ------ ,RVM NO PR DD MQI NON veteranus cohortis I arbitratu in fronte pedes XXX de lt l gt icium,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,milites,43.5384,16.4743,1
346,3690,471736,EDCS-28800870,HD062609,1,300,,,,,------ d]ecu/[rioni] coh(ortis) / [mere]nti / [------,decurioni cohortis merenti,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
347,3691,471737,EDCS-28800871,HD062643,1,300,,,,,------]io[---] / [--- pra]ef(ecto) al[ae ---] / [---]IO(?)[------,io praefecto alae IO,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo equester, viri",43.5384,16.4743,1
349,3717,471763,EDCS-28900135,HD062952,1,300,,,,,------]EII[---] / [p]raefe[ct?---] / FE[---] / par[ente]s / posuerunt,EII praefect FE parentes posuerunt,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo decurionum, ordo equester, viri",43.5384,16.4743,1
367,4454,472623,EDCS-31400721,HD063897,1,300,,,,,[D(is)] M(anibus) / [---]ING vet(erano) [------,Dis Manibus ING veterano,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
368,4455,472624,EDCS-31400722,HD063898,1,300,,,,,------ vet]eran[us] / [--- eq]ues a[lae? ---] / [---]nio [------,veteranus eques alae nio,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
369,4456,472625,EDCS-31400723,HD063899,1,300,,,,,------]EIO[---] / [---] coh(ortis) [------,EIO cohortis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
370,4457,472626,EDCS-31400724,HD063900,1,300,,,,,------ ar?]mill(is?) a[b imperatore? ------,armillis ab imperatore,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
371,4464,472633,EDCS-31400731,HD063907,1,300,,,,,------] dec[urio? ------,decurio,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo decurionum",43.5384,16.4743,1
373,4745,472940,EDCS-32201064,HD062038,1,300,,,,,M(arc--) Corn[eli--] / Prisci[---?] / c(o)ho(r---) P[------,Marc Corneli Prisci cohor P,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"tria nomina, viri",43.5384,16.4743,1
378,4751,472946,EDCS-32201070,HD062024,1,300,,,,,------ im]m(unis?) c(o)h[ortis? ---] / [---]a h(eres) p(ro) p(ietate) f(ecit) [---?] / [---]a R(---?) et / [------,immunis cohortis a heres pro pietate fecit a R et,epitaph,epitaph,sarcophagus,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
385,4873,473081,EDCS-32700260,HD061554,1,300,,,,,------] / mili[tavit in] / c(o)ho[rte ---] / [---]omn[---] / [---? |(centuria)?] Met[elli? ------,militavit in cohorte omn centuria Metelli,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,milites,43.5384,16.4743,1
394,4884,473093,EDCS-32700272,HD061532,1,300,,,,,------] eq[uiti? ---] / [---] ann(orum) X[------,equiti annorum X,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo equester, viri",43.5384,16.4743,1
395,4885,473094,EDCS-32700273,HD061522,1,300,,,,,------] / CO[---] / mil(es?) [------,CO miles,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
413,5222,473469,EDCS-10101062,HD034441,1,300,,,,,------]/sia[---] / Sex(ti) f(ilius?) Sec[---] / Iulio Sec[---] / ann(orum) XXX[---] / stip(endiorum) XVII[---] / T IETSS L[---] / bene me[renti ---] / mille C[---] / [------,sia Sexti filius Sec Iulio Sec annorum XXX stipendiorum XVII T IETSS L bene merenti mille C,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
414,5223,473470,EDCS-10101063,HD034442,1,300,,,,,[--- a]rmentari[us? ---] / [---]stione E[---] / [---]C DV[------,armentarius stione E C DV,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
421,5363,473619,EDCS-10101224,HD034669,1,300,,,,,[--- Secu]ndino sec[utori ---] / [------,Secundino secutori,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
470,6389,474841,EDCS-27500113,HD053441,1,300,,,,,[-?] Baebius I[---] / [---?] vet(eranus) leg(ionis) X[---] / M[---] / L(ucius) Baebius [---] / [---?] Baebia Pr[---] / [---?]T II[------,Baebius I veteranus legionis X M Lucius Baebius Baebia Pr T II,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"milites, mulieres, tria nomina, viri",43.0801,17.625,1
476,6397,474849,EDCS-27500117,HD053446,1,300,,,,,------?] LG [---?] / [---]PVI[-?]CE[---] / [---] vet(eranus?) coho[r(tis)? ---] / [---] A[-?]T[-?]I[------,LG PVI CE veteranus cohortis A T I,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"milites, viri",43.0801,17.625,1
379,4753,472948,EDCS-32201072,HD062021,51,300,,,,,------ domo? Claudia?] / Vir[uno? vetera?]/nus [leg(ionis) --- sibi] / et Elp[idiae ------,domo Claudia Viruno veteranus legionis sibi et Elpidiae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
47,728,468678,EDCS-31900210,HD054430,71,300,,,,,------] b(ene)[fi]ci[ario] / co(n)s(ularis) [---?] / [---?] Rufina [marito?] / piissim[o ------?,beneficiario consularis Rufina marito piissimo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Duklja / Duklje / Rusevine / Doclea,Doclea,Podgorica,"milites, mulieres, viri",42.469,19.2615,1
4,66,467990,EDCS-20601177,HD039811,100,300,"yes, not_before",Radman,,,------] / [---]AG[---]A / [--- e]q(ues?) coh(ortis) I Bel(garum) / [ar]m(orum) custos / [tur(ma)?] Maximi / [an(norum)? ---] stip(endiorum) XXIII / [------,AG A eques cohortis I Belgarum armorum custos turma Maximi annorum stipendiorum XXIII,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Bigeste,Bigeste,Ljubuški,"milites, nomen singulare, viri",43.1818,17.5271,1
46,690,468640,EDCS-31200880,HD054809,101,300,,,,,T(itus) Flaviu[s] / Verecundu[s] / Thamaria[n(us)] / IIvir i(ure) d(icundo) / praef(ectus) fab[r(um)] / t(estamento) f(ieri) i(ussit),Titus Flavius Verecundus Thamarianus II vir iure dicundo praefectus fabrum testamento fieri iussit,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Duklja / Duklje / Rusevine / Doclea,Doclea,Podgorica,"milites, ordo decurionum, ordo equester, tria nomina, viri",42.469,19.2615,1
175,1469,469442,EDCS-32300044,HD058147,101,300,,,,,------]M[---] / [---] mil(es) c[oh(ortis) ---] / [---] ann(orum) [---] / [---]eiu[------,M miles cohortis annorum eiu,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Knin / Burnum,Burnum,Kistanje,"milites, viri",44.0317,15.9936,1
176,1470,469443,EDCS-32300045,HD058149,101,300,,,,,------ m]il(es) coh(ortis) [---] / [---? p(iae)] f(idelis) ann(orum) [------,miles cohortis piae fidelis annorum,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Knin / Burnum,Burnum,Kistanje,"milites, viri",44.0317,15.9936,1
196,1832,469817,EDCS-56900117,HD056720,101,300,,,,,------](?) / [---]I(?) offi[cialis ---] / [--- s]tation(is) b(eneficiarius) [---] / [---] vivus [---] / [---]V[---] / [------?,I officialis stationis beneficiarius vivus V,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Metkovic / Narona,Narona,Metković,"milites, officium/professio, viri",43.0801,17.625,1
355,4442,472610,EDCS-31400708,HD057520,101,300,,,,,D(is) M(anibus) // Atrecce/sianus m/il(es) leg(ionis) XIIII g[e]/m(inae) sti(pendiorum) XXVI pos(uit) / Aur(elia) Festa c/oniux bene m(erenti) / pos(uit) &lt;q=o&gt;(ui) vi(xit) an(n)os / XXXXVIII et A/t&lt;r=K&gt;ectia v(iva) / ma&lt;m=N&gt;mu&lt;l=I&gt;a / fil(io) pient/[issimo ------? ,Dis Manibus Atreccesianus miles legionis XIIII geminae stipendiorum XXVI posuit Aurelia Festa coniux bene merenti posuit lt q gt ui vixit annos XXXXVIII et At lt r gt ectia viva ma lt m gt mu lt l gt a filio pientissimo,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
292,2984,470997,EDCS-27601609,HD057518,101,300,,,,,M(arco) Uttedio / Sallubiano / C(aio) Petilio / Amando / domo Iguvio ve/terano leg(ionis) XIIII / gemin(ae) decurioni / colon(iae) Salonitan(ae) / quaestori pontifi/ci Petilia / Secundina / coniux,Marco Uttedio Sallubiano Caio Petilio Amando domo Iguvio veterano legionis XIIII geminae decurioni coloniae Salonitanae quaestori pontifici Petilia Secundina coniux,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, ordo decurionum, sacerdotes pagani, tria nomina, viri",43.5384,16.4743,1
321,3662,471708,EDCS-28800845,HD055185,101,300,,,,,------] / [---]p(---)(?) Gra/[to? b(ene)f(iciario)] co(n)s(ularis) leg(ionis) / [---] Bonon/[ia](?) [---]a coniugi / [------,p Grato beneficiario consularis legionis Bononia a coniugi,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, mulieres, viri",43.5384,16.4743,1
352,4267,472325,EDCS-29500323,HD057510,101,300,,,,,------]/ec(ulatori) le[g(ionis)] / XIIII Ponti[us?] / Viator fratr(i) / b(ene) m(erenti),eculatori legionis XIIII Pontius Viator fratri bene merenti,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
420,5353,473602,EDCS-10101201,HD034538,101,300,,,,,[---]ilissim[---] / [---]aeis vic[---] / [--- c]oniugalis [---] / [---] immunes [------,ilissim aeis vic coniugalis immunes,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
423,5367,473626,EDCS-10101235,HD059862,101,300,,,,,------] /[---]ERI(?)[---] / [--- h?]asta[t-? ---] / [--- l]eg(ionis) XIIII [---] / [------,ERI hastat legionis XIIII,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
478,6472,474929,EDCS-31900272,HD056331,101,300,,,,,D(is) M(anibus) / Victori / Scenobarbi / mil(es) coh(ortis) I Bel(garum) / stip(endiorum) X tubic(en) / testamento fi/eri iussit / Munnius / et Gentius / heredes po/suerunt,Dis Manibus Victori Scenobarbi miles cohortis I Belgarum stipendiorum X tubicen testamento fieri iussit Munnius et Gentius heredes posuerunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"milites, nomen singulare, viri",43.0801,17.625,1
427,5417,473714,EDCS-10101622,HD035039,131,300,,,,,Licinius Ca[pito?] / miles co[h(ortis) I] / Bel(garum) |(centuria) VI(?)[---] / Severi S[---] / [---]unato [---] / [------,Licinius Capito miles cohortis I Belgarum centuria VI Severi S unato,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
2,3,446813,EDCS-24600963,HD062045,151,300,no,,,,Iulius Martianus / sibi vivo posuit et / coniugi obsequentissimae suae / Aeliae Cassiae / si qui vero post mortem / nostram eandem arcam / aperire voluerit inferet / convibio(!) veteranorum sive / Martensium |(denarios) |C(centummilia),Iulius Martianus sibi vivo posuit et coniugi obsequentissimae suae Aeliae Cassiae si qui vero post mortem nostram eandem arcam aperire voluerit inferet convibio veteranorum sive Martensium denarios Ccentummilia,epitaph,epitaph,NULL,,,,Aemilia / Regio VIII,Dalmatia,Ravenna,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
362,4449,472618,EDCS-31400715,HD063891,151,300,no,Matijevic 2017,,,------ Si]lvanus vet(e)ran(us) / [coh(ortis) VIII vo]lunt(ariorum) v(ivus) f(ecit) sibi et [---] / fratri d(efuncto) / [---]cae co(n)iug(i) m(e)ae v(ivae),Silvanus veteranus cohortis VIII voluntariorum vivus fecit sibi et fratri defuncto cae coniugi meae vivae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, viri",43.5384,16.4743,1
28,387,468328,EDCS-31500391,HD062027,151,300,,,,yes,D(is) [M(anibus)] / Q(uinto) Fulv[io ---] / [---] IIvir[o ---] / et Taurae(?) [---] / [--](?) uxsori(!) A[---] / [-](?) Taurus(?) [---] / [-](?) ETF(?)R[---] / [------,Dis Manibus Quinto Fulvio II viro et Taurae uxsori A Taurus ETFR,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Cavtat / Epidaurum,NULL,Konavle,"milites, mulieres, ordo decurionum, viri",42.5814314,18.2177461,1
36,552,468496,EDCS-30301379,HD061858,151,300,,,,,D(is) M(anibus) / [---]V f(ilius)(?) mil(es) c(o)h[o(rtis) ---]/RE |(centuria) Valen[tis?] / par(entes) b(ene) m(erenti) f(ecerunt),Dis Manibus V filius miles cohortis RE centuria Valentis parentes bene merenti fecerunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Danilo Gornje / Rider,Rider,Šibenik,"milites, nomen singulare, viri",43.7034,16.0486,1
40,648,468596,EDCS-31900009,HD058379,151,300,,,,,------] / AC(?)[---] / H P[---] / sti[p(endiorum)? ---] / vi[xit an]/n(os) X[---] / [------,AC H P stipendiorum vixit annos X,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Dracevica,NULL,Ljubuški,"milites, viri",43.2253241,17.5172138,1
129,1205,469169,EDCS-32700565,HD061332,151,300,,,,,D(is) M(anibus) / Aelio Mes/siano vete/rano defu/ncto ann(orum) LXX / Tesonia Iuli/an(a)e(!) pientissimo / marito et sibi / se viva fecit,Dis Manibus Aelio Messiano veterano defuncto annorum LXX Tesonia Iulianae pientissimo marito et sibi se viva fecit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, mulieres, tria nomina, viri",44.0317,15.9936,1
191,1768,469746,EDCS-30800074,HD043449,151,300,,,,,D(is) M(anibus) / C(aius) Iulius Maxi/mus veter(anus) / coh(ortis) I Belg(arum) / v(ivus) f(ecit) / sib(i) ed(!) Avil(liae) / Amabili co/niugi su(a)e,Dis Manibus Caius Iulius Maximus veteranus cohortis I Belgarum vivus fecit sibi ed Avilliae Amabili coniugi suae,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Makljenovac,NULL,Doboj,"milites, mulieres, tria nomina, viri",44.7072623,18.0640574,1
272,2963,470976,EDCS-27601598,HD063844,151,300,no,Matijevic 2017,,,D(is) M(anibus) / C(aio) P(---) Ver(---) mil(iti) / coh(o)r(tis) VIII vol(untariorum) / an(norum) XVIIII Heli/us domino / b(ene) m(erenti) p(osuit),Dis Manibus Caio P Ver militi cohortis VIII voluntariorum annorum XVIIII Helius domino bene merenti posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, nomen singulare, servi/servae, tria nomina, viri",43.5384,16.4743,1
209,2148,470145,EDCS-10000622,HD008224,151,300,,,,,D(is) M(anibus) s(acrum) / Aulo Gab/lio Liberali / q(ui) v(ixit) a(nnos) XXIIX / Fl(avius) Aper / b(ene)f(iciarius) co(n)s(ularis) / m(emoriam) p(osuit),Dis Manibus sacrum Aulo Gablio Liberali qui vixit annos XXIIX Flavius Aper beneficiarius consularis memoriam posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Pljevlja / Komini / Municipium Splonistarum,Municipium S[---],Pljevlja,"milites, tria nomina, viri",43.3424,19.3204,1
237,2921,470934,EDCS-27601635,HD054184,151,300,,,,,D(is) M(anibus) / Anthis(tia) An/terotis / P(ublio) Domitio / Potenti / coniugi b(ene) m(erenti) / posuit veter(ano) / c(o)hor(tis) III Alpinor(um) / in suo,Dis Manibus Anthistia Anterotis Publio Domitio Potenti coniugi bene merenti posuit veterano cohortis III Alpinorum in suo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
239,2923,470936,EDCS-27601571,HD052020,151,300,,,,,Aurelio Apol(l)inari vete/rano Aur(elius) Delma[t]i/us filius patri / pientissimo,Aurelio Apollinari veterano Aurelius Delmatius filius patri pientissimo,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Kaštela,"milites, tria nomina, viri",43.5384,16.4743,1
240,2924,470937,EDCS-27601572,HD054337,151,300,,,,,T(ito) Aureli(o) / Apollo/nio fra/tri eius / |(centurioni) coh(ortis) I |(milliariae) / def(uncto) Sirmi / ann(orum) XXXIII / Aur(elius) Aqu/ila pater / infeliciss/imus vivu/s fecit et // Aureli(!) / &lt;F=E&gt;lavi(!) neg/otiantis(!) / natione / Suri(!) / defunc/to ann/orum / LV / Sirmi / et // [Au]r(elio) Luciano def(uncto) an[n(orum) ---] / amico eor(um) mer[enti] ,Tito Aurelio Apollonio fratri eius centurioni cohortis I milliariae defuncto Sirmi annorum XXXIII Aurelius Aquila pater infelicissimus vivus fecit et Aureli lt F gt lavi negotiantis natione Suri defuncto annorum LV Sirmi et Aurelio Luciano defuncto annorum amico eorum merenti,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, officium/professio, tria nomina, viri",43.5384,16.4743,1
245,2930,470943,EDCS-27601576,HD054707,151,300,,,,,D(is) M(anibus) / G(aio) Baebidio / Marcello / mil(iti) coh(ortis) III Alp(inorum) / vexil(lario) equi(tum) / de(functo) ann(orum) XXIII / Anna alu/mno infe(licissimo) t(itulum) p(osuit),Dis Manibus Gaio Baebidio Marcello militi cohortis III Alpinorum vexillario equitum defuncto annorum XXIII Anna alumno infelicissimo titulum posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
252,2938,470951,EDCS-27601618,HD054721,151,300,,,,,D(is) M(anibus) / M(arcus) Diony/sius Firmu(s) / veteranu(s) / ex cl(asse) pr(aetoria) Ra/venn(atis) M(arcus) Dio/[n]ysius Firmus / [fil(ius) pat]ri piissimo,Dis Manibus Marcus Dionysius Firmus veteranus ex classe praetoria Ravennatis Marcus Dionysius Firmus filius patri piissimo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, tria nomina, viri",43.5384,16.4743,1
261,2950,470963,EDCS-27601589,HD054807,151,300,,,,,------] / [---]RM[---] / [---] Herenn[ius ---] / [---] leg(ionis) I Ita[l(icae) ---] / [------,RM Herennius legionis I Italicae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
270,2960,470973,EDCS-27601596,HD063320,151,300,,,,,D(is) M(anibus) / C(aio) Mas[c]lin(io) Romulo / veter(ano) integerrimo [---] / GERENTI AVTORITE ann(orum) [---],Dis Manibus Caio Masclinio Romulo veterano integerrimo GERENTI AVTORITE annorum,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
271,2962,470975,EDCS-27601597,HD063319,151,300,,,,,------] / XII bixit(!) an(n)os / XXX C(aius) Memmius / Hierax optio / fratri bene / merente(!) p(osuit),XII bixit annos XXX Caius Memmius Hierax optio fratri bene merente posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
273,2964,470977,EDCS-27601637,HD063845,151,300,,,,,&lt;Co=QV&gt;eli(a)e Calpurniae / qu(a)e vixit an(nos) XXVI / Aur(elius) Vitalis c(enturio) leg(ionis) V / Macedonic(a)e maritus / bene merenti posuit / Coeliae Calpurn/iae sorori in hac / etiam Ae(liae) Pomponi/ae l(ocum) c(oncessit) Iulia Vetti/a amica ,lt CoV gt eliae Calpurniae quae vixit annos XXVI Aurelius Vitalis centurio legionis V Macedonicae maritus bene merenti posuit Coeliae Calpurniae sorori in hac etiam Aeliae Pomponiae locum concessit Iulia Vettia amica,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
274,2965,470978,EDCS-27601599,HD063318,151,300,,,,,D(is) M(anibus) / C(aio) Sabinio / Niciati eq(uiti) / ex sing(ularibus) ho/mini verecu/ndissimo stip(endiorum) / XXV Fl(avia) Tertia / co(n)iugi incon/parabili(!) cum / quo vixit / ann(os) XXV / b(ene) m(erenti),Dis Manibus Caio Sabinio Niciati equiti ex singularibus homini verecundissimo stipendiorum XXV Flavia Tertia coniugi inconparabili cum quo vixit annos XXV bene merenti,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
277,2968,470981,EDCS-27601634,HD063272,151,300,no,Matijevic 2017,,,S&lt;e=F&gt;sti Nepot/is vet&lt;e=F&gt;rani ex s(ignifero?) / Aurelia Calli/ste marito p/&lt;ii=E&gt;ssimo sibi ,S lt e gt sti Nepotis vet lt e gt rani ex signifero Aurelia Calliste marito p lt ii gt ssimo sibi,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
285,2977,470990,EDCS-27601628,HD063267,151,300,,,,,[Be?]nnia Callityche / viva fecit sibi et / Valerio Proculo / veterano coniugi / [be]ne merito,Bennia Callityche viva fecit sibi et Valerio Proculo veterano coniugi bene merito,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
293,2985,470998,EDCS-27601610,HD063263,151,300,,,,,------] / Zosime Sta/til(ius) Pulcher / mil(es) coh(ortis) I Belg(arum) / ex strat(ore) co(n)s(ularis) / uxor(i) b(ene) m(erenti) / dupl(icarius),Zosime Statilius Pulcher miles cohortis I Belgarum ex stratore consularis uxori bene merenti duplicarius,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
301,3639,471684,EDCS-28700938,HD062484,151,300,,,,,D(is) M(anibus) / Ael(ius) Vitalis / qui vixit ann(os) / p(lus) m(inus) XIIII Aur(elius) Ianua/rius mil(es) leg(ionis) Italic(ae) / et Quirilla mater / parentes filio / infelicissimo / miserrim{i}o / posu{u}erunt,Dis Manibus Aelius Vitalis qui vixit annos plus minus XIIII Aurelius Ianuarius miles legionis Italicae et Quirilla mater parentes filio infelicissimo miserrimio posuuerunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
303,3641,471686,EDCS-28700955,HD062486,151,300,,,,,D(is) M(anibus) // L(ucio) Apuleio Montano / vet(erano) ex ordinato dec(urionum) / et IIviro col(oniae) Aequens/ium homini bono Octa/via Rufina marito inco/mparabili et sibi posuit,Dis Manibus Lucio Apuleio Montano veterano ex ordinato decurionum et II viro coloniae Aequensium homini bono Octavia Rufina marito incomparabili et sibi posuit,epitaph,epitaph,sarcophagus,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, ordo decurionum, tria nomina, viri",43.5384,16.4743,1
